,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4486,0.445,0.241,7.0,-18.198,1.0,0.0349,0.871,1.15e-05,0.128,0.777,176.946
4487,0.564,0.859,0.0,-7.215,1.0,0.0461,0.131,4.91e-06,0.11,0.889,83.464
4488,0.62,0.447,9.0,-11.462,1.0,0.0355,0.603,0.0247,0.16,0.457,100.42
4489,0.504,0.0645,10.0,-17.228,0.0,0.0467,0.901,0.0091,0.342,0.13,135.034
4490,0.406,0.713,7.0,-5.49,1.0,0.0348,0.276,0.00354,0.112,0.577,164.444
4491,0.389,0.875,4.0,-4.315,0.0,0.0401,0.00407,7.02e-06,0.366,0.593,101.667
4492,0.309,0.831,1.0,-8.288,1.0,0.036,0.488,0.00304,0.286,0.934,181.145
4493,0.393,0.542,7.0,-9.545,1.0,0.0318,0.202,0.0148,0.187,0.666,189.647
4494,0.546,0.425,4.0,-13.111,1.0,0.0257,0.138,9.45e-06,0.0615,0.514,83.151
4495,0.617,0.421,0.0,-14.231,1.0,0.0318,0.541,0.00227,0.125,0.39,131.653
4496,0.499,0.279,0.0,-15.338,1.0,0.0529,0.742,1.47e-06,0.0907,0.421,161.609
4497,0.585,0.513,4.0,-13.432,1.0,0.0301,0.046,2.63e-05,0.158,0.902,112.286
4498,0.591,0.567,2.0,-11.249,1.0,0.0506,0.0268,0.0,0.121,0.663,86.076
4499,0.555,0.516,2.0,-12.789,1.0,0.0361,0.211,0.0,0.26,0.887,128.219
4500,0.644,0.623,11.0,-13.862,0.0,0.059,0.389,0.0202,0.0617,0.676,126.553
4501,0.598,0.516,1.0,-12.487,0.0,0.0413,0.174,1.32e-06,0.0816,0.671,154.446
4502,0.642,0.628,7.0,-12.849,1.0,0.0358,0.334,8.29e-06,0.614,0.893,103.317
4503,0.657,0.782,2.0,-10.982,1.0,0.0311,0.286,0.293,0.046,0.941,88.862
4504,0.685,0.577,9.0,-10.997,1.0,0.27,0.344,2.31e-05,0.337,0.939,144.232
4505,0.464,0.44,0.0,-10.733,1.0,0.0421,0.563,0.0,0.12,0.395,127.138
4506,0.692,0.682,6.0,-6.966,0.0,0.0271,0.344,0.00298,0.0931,0.956,128.491
4507,0.512,0.426,7.0,-14.081,1.0,0.0449,0.109,0.00225,0.764,0.7,132.495
4508,0.683,0.495,10.0,-13.877,0.0,0.0422,0.47,6.98e-05,0.157,0.528,102.0
4509,0.438,0.391,7.0,-14.1,1.0,0.0332,0.551,0.0,0.115,0.929,205.254
4510,0.505,0.31,2.0,-10.898,1.0,0.0797,0.719,0.0,0.265,0.726,165.322
4511,0.767,0.316,9.0,-8.559,1.0,0.0398,0.775,0.0,0.115,0.558,93.064
4512,0.56,0.409,9.0,-8.136,1.0,0.0277,0.692,9.29e-06,0.125,0.391,135.87
4513,0.389,0.863,4.0,-8.701,1.0,0.0689,0.143,0.00517,0.96,0.648,129.538
4514,0.668,0.459,10.0,-11.746,1.0,0.028,0.386,0.0,0.0845,0.661,119.825
4515,0.411,0.383,9.0,-10.256,1.0,0.0307,0.674,0.00537,0.0776,0.446,84.97
4516,0.53,0.87,7.0,-6.488,1.0,0.0936,0.0146,6.84e-06,0.367,0.735,147.877
4517,0.617,0.301,9.0,-15.393,1.0,0.0292,0.776,0.0,0.0914,0.664,111.527
4518,0.719,0.44,2.0,-15.11,1.0,0.0393,0.573,0.000291,0.0681,0.82,125.378
4519,0.652,0.474,5.0,-14.436,1.0,0.204,0.332,1.03e-06,0.0993,0.88,176.966
4520,0.589,0.494,7.0,-12.201,1.0,0.03,0.523,4.77e-05,0.412,0.848,89.947
4521,0.826,0.605,7.0,-9.929,1.0,0.0352,0.115,0.0,0.111,0.797,127.986
4522,0.611,0.408,4.0,-10.025,0.0,0.0277,0.724,0.0,0.0838,0.266,128.01
4523,0.318,0.435,2.0,-7.558,1.0,0.0298,0.704,1.06e-06,0.132,0.388,156.135
4524,0.427,0.0801,2.0,-27.119,1.0,0.0372,0.748,0.51,0.125,0.78,168.418
4525,0.662,0.412,0.0,-13.188,1.0,0.0659,0.347,1.12e-05,0.182,0.744,117.896
4526,0.548,0.843,3.0,-4.069,1.0,0.0587,0.0203,3.03e-05,0.141,0.424,83.97
4527,0.639,0.524,6.0,-12.094,1.0,0.0526,0.701,0.0,0.0753,0.948,100.56
4528,0.596,0.342,2.0,-16.636,1.0,0.275,0.868,0.0,0.721,0.75,113.115
4529,0.544,0.417,4.0,-11.49,1.0,0.276,0.802,0.0,0.696,0.522,136.426
4530,0.544,0.41,6.0,-16.784,0.0,0.145,0.633,0.0,0.982,0.757,135.484
4531,0.508,0.559,2.0,-10.563,1.0,0.0349,0.0726,2.07e-06,0.735,0.82,143.567
4532,0.478,0.347,6.0,-15.804,1.0,0.113,0.746,0.0,0.095,0.527,128.246
4533,0.535,0.511,6.0,-12.506,1.0,0.0361,0.377,0.000129,0.321,0.523,116.983
4534,0.616,0.577,1.0,-8.834,1.0,0.0407,0.535,0.0,0.0808,0.592,145.863
4535,0.558,0.744,4.0,-7.791,0.0,0.037,0.569,0.000148,0.24,0.54,128.949
4536,0.428,0.392,6.0,-14.087,1.0,0.0384,0.695,0.000146,0.0953,0.602,152.822
4537,0.606,0.0977,3.0,-15.668,1.0,0.0451,0.962,0.00148,0.126,0.551,105.593
4538,0.618,0.315,3.0,-9.794,1.0,0.0291,0.58,0.0,0.19,0.457,99.313
4539,0.631,0.289,4.0,-12.103,1.0,0.0288,0.648,0.0,0.0925,0.533,75.903
4540,0.432,0.123,4.0,-15.494,1.0,0.0353,0.852,0.000348,0.0831,0.718,162.533
4541,0.826,0.378,7.0,-11.159,1.0,0.0584,0.782,0.0081,0.0931,0.927,114.042
4542,0.692,0.68,5.0,-7.345,0.0,0.0596,0.0728,6.94e-06,0.0633,0.625,83.999
4543,0.655,0.717,0.0,-6.369,1.0,0.181,0.0209,0.0,0.0854,0.533,85.006
4544,0.354,0.461,4.0,-10.593,0.0,0.0624,0.297,0.0,0.111,0.216,137.127
4545,0.586,0.292,0.0,-11.769,1.0,0.0306,0.836,0.0,0.131,0.264,76.06
4546,0.216,0.294,7.0,-12.689,1.0,0.0348,0.892,3.78e-05,0.992,0.172,80.083
4547,0.7,0.692,6.0,-3.811,0.0,0.0956,0.0617,0.0,0.257,0.373,102.961
4548,0.478,0.419,7.0,-6.117,0.0,0.0645,0.131,1.93e-06,0.497,0.306,104.969
4549,0.49,0.225,0.0,-10.361,0.0,0.0721,0.942,0.0,0.127,0.235,92.356
4550,0.549,0.491,0.0,-9.537,1.0,0.127,0.111,1.46e-05,0.0564,0.728,203.818
4551,0.48,0.473,6.0,-9.058,1.0,0.0695,0.385,4.3e-05,0.468,0.231,123.403
4552,0.4,0.505,9.0,-8.985,1.0,0.0333,0.573,4.33e-05,0.258,0.289,77.539
4553,0.71,0.802,2.0,-5.856,1.0,0.0632,0.0528,0.0,0.0648,0.393,106.011
4554,0.907,0.625,1.0,-5.557,1.0,0.198,0.0042,0.0,0.151,0.605,99.918
4555,0.651,0.498,0.0,-8.868,0.0,0.0318,0.39,0.0,0.143,0.423,109.906
4556,0.688,0.444,9.0,-7.324,1.0,0.0819,0.302,2.92e-06,0.0726,0.504,128.006
4557,0.677,0.789,8.0,-5.747,1.0,0.0949,0.0366,9.1e-05,0.0999,0.829,96.007
4558,0.583,0.378,2.0,-9.619,1.0,0.039,0.259,0.000942,0.0755,0.331,94.938
4559,0.581,0.258,8.0,-11.409,1.0,0.358,0.742,0.0,0.171,0.504,105.738
4560,0.579,0.761,1.0,-5.286,1.0,0.418,0.0285,0.0,0.355,0.56,151.794
4561,0.814,0.497,7.0,-8.73,0.0,0.136,0.0644,0.0,0.0919,0.674,104.59
4562,0.655,0.644,9.0,-9.013,0.0,0.0426,0.764,0.14,0.119,0.796,175.123
4563,0.456,0.431,5.0,-9.334,1.0,0.0635,0.805,0.00832,0.0974,0.259,110.099
4564,0.745,0.485,5.0,-5.814,0.0,0.233,0.528,0.0,0.311,0.658,87.138
4565,0.796,0.434,2.0,-6.864,1.0,0.0504,0.242,0.0,0.289,0.625,112.213
4566,0.501,0.3,10.0,-9.371,0.0,0.121,0.247,7.23e-06,0.0917,0.437,153.763
4567,0.727,0.436,6.0,-11.862,0.0,0.0281,0.0492,0.00338,0.0686,0.381,124.021
4568,0.754,0.472,8.0,-11.787,1.0,0.0807,0.257,2.09e-05,0.121,0.613,169.199
4569,0.654,0.417,5.0,-7.699,1.0,0.025,0.0624,0.0,0.0963,0.279,143.676
4570,0.402,0.205,6.0,-11.232,1.0,0.038,0.758,0.0,0.147,0.42,143.994
4571,0.578,0.287,4.0,-13.642,0.0,0.0829,0.915,0.0,0.0969,0.735,187.796
4572,0.67,0.468,1.0,-6.725,0.0,0.0328,0.325,0.0,0.0516,0.486,140.069
4573,0.649,0.449,6.0,-5.531,1.0,0.0433,0.179,0.0,0.102,0.119,132.445
4574,0.706,0.326,8.0,-10.45,0.0,0.116,0.538,8.06e-06,0.171,0.705,145.976
4575,0.672,0.608,7.0,-5.687,0.0,0.0514,0.2,0.0,0.101,0.457,91.05
4576,0.807,0.411,4.0,-7.22,0.0,0.06,0.176,0.0127,0.315,0.303,112.624
4577,0.856,0.755,10.0,-5.691,1.0,0.0331,0.355,0.000621,0.145,0.842,123.883
4578,0.548,0.417,11.0,-6.286,1.0,0.0268,0.647,0.0,0.103,0.227,89.447
4579,0.693,0.343,9.0,-12.586,1.0,0.0629,0.57,5.3e-06,0.0973,0.198,124.401
4580,0.66,0.536,10.0,-8.786,0.0,0.29,0.233,0.00669,0.111,0.775,159.963
4581,0.747,0.581,6.0,-9.9,1.0,0.0347,0.265,0.000421,0.0756,0.537,92.983
4582,0.632,0.519,0.0,-6.051,1.0,0.0552,0.219,0.0,0.755,0.367,77.493
4583,0.753,0.404,7.0,-9.261,1.0,0.352,0.123,0.000498,0.0914,0.471,87.409
4584,0.653,0.444,10.0,-8.236,1.0,0.095,0.39,0.0,0.0811,0.121,79.006
4585,0.591,0.744,11.0,-3.294,0.0,0.0387,0.0191,0.0,0.0981,0.439,125.153
4586,0.597,0.596,0.0,-5.132,1.0,0.0524,0.129,0.0,0.088,0.254,69.236
4587,0.621,0.481,11.0,-8.016,1.0,0.0371,0.0984,0.0,0.241,0.679,65.004
4588,0.661,0.51,8.0,-6.233,1.0,0.0578,0.1,0.0,0.1,0.461,140.879
4589,0.457,0.551,0.0,-6.183,1.0,0.103,0.359,0.0,0.47,0.153,179.139
4590,0.613,0.68,6.0,-6.708,0.0,0.236,0.056,0.0,0.326,0.743,74.848
4591,0.713,0.754,6.0,-5.277,1.0,0.0271,0.0298,0.0,0.136,0.564,120.079
4592,0.8,0.624,1.0,-13.931,1.0,0.0704,0.0217,0.0,0.496,0.784,107.932
4593,0.695,0.316,6.0,-16.669,1.0,0.0511,0.136,0.0,0.0706,0.828,75.157
4594,0.574,0.399,10.0,-12.866,0.0,0.0363,0.0791,0.0,0.0383,0.52,74.555
4595,0.707,0.487,6.0,-8.948,0.0,0.036,0.0466,4.71e-06,0.0643,0.568,79.071
4596,0.694,0.47,6.0,-13.302,1.0,0.0315,0.0438,0.0,0.0557,0.754,77.967
4597,0.684,0.687,0.0,-6.393,1.0,0.0228,0.0631,1.29e-05,0.0601,0.752,91.201
4598,0.696,0.521,0.0,-9.32,1.0,0.0339,0.398,0.0,0.339,0.646,93.056
4599,0.596,0.699,11.0,-5.539,1.0,0.0588,0.533,0.000288,0.0506,0.616,102.865
4600,0.765,0.502,9.0,-7.393,1.0,0.0321,0.119,0.0011,0.171,0.836,144.204
4601,0.765,0.476,7.0,-13.487,1.0,0.0329,0.0504,2.76e-06,0.165,0.965,114.02
4602,0.453,0.871,9.0,-12.004,1.0,0.0345,0.000451,0.298,0.43,0.748,170.011
4603,0.579,0.705,6.0,-4.911,0.0,0.0339,0.0273,0.0,0.0704,0.761,116.173
4604,0.502,0.54,10.0,-15.93,1.0,0.0318,0.00105,0.00849,0.243,0.922,160.531
4605,0.687,0.603,4.0,-8.384,0.0,0.0238,0.0348,0.000448,0.172,0.759,106.952
4606,0.713,0.718,2.0,-3.806,1.0,0.0278,0.00233,0.0,0.0838,0.656,126.999
4607,0.583,0.791,11.0,-4.087,1.0,0.0318,0.00877,0.0,0.0451,0.878,89.993
4608,0.583,0.614,2.0,-5.816,0.0,0.0737,0.627,0.0,0.401,0.482,140.736
4609,0.632,0.843,3.0,-4.374,0.0,0.0429,0.0603,0.0,0.0662,0.542,110.983
4610,0.707,0.222,7.0,-11.716,1.0,0.0329,0.788,0.0,0.205,0.556,110.095
4611,0.89,0.592,5.0,-6.511,1.0,0.234,0.335,0.0,0.132,0.293,145.05
4612,0.655,0.797,2.0,-3.275,1.0,0.0574,0.00251,5.61e-05,0.313,0.633,121.828
4613,0.63,0.791,2.0,-4.497,1.0,0.0279,0.0131,6.83e-06,0.232,0.491,102.963
4614,0.674,0.778,0.0,-5.367,1.0,0.0376,0.0469,0.0,0.145,0.816,90.01
4615,0.514,0.858,2.0,-5.995,1.0,0.0896,0.0127,0.0528,0.251,0.6,89.833
4616,0.797,0.896,5.0,-3.678,1.0,0.0512,0.0349,0.0,0.635,0.685,120.037
4617,0.473,0.859,4.0,-5.948,1.0,0.0396,0.194,2.6e-06,0.161,0.787,75.824
4618,0.746,0.754,1.0,-6.681,1.0,0.067,0.0152,0.0,0.0486,0.764,149.882
4619,0.622,0.808,5.0,-4.701,1.0,0.0418,0.00543,5.63e-05,0.215,0.599,122.121
4620,0.808,0.812,8.0,-5.012,1.0,0.0381,0.52,7.91e-05,0.134,0.269,100.331
4621,0.468,0.64,0.0,-5.862,1.0,0.0275,0.154,0.0,0.154,0.499,79.297
4622,0.5,0.342,7.0,-9.536,1.0,0.175,0.536,0.0,0.59,0.684,77.124
4623,0.594,0.633,4.0,-9.616,1.0,0.0613,0.687,0.0,0.148,0.698,95.024
4624,0.644,0.945,7.0,-3.534,1.0,0.0717,0.0587,0.0,0.184,0.573,91.017
4625,0.688,0.702,7.0,-4.792,0.0,0.0499,0.0215,0.0,0.128,0.74,94.006
4626,0.678,0.622,10.0,-7.423,1.0,0.0536,0.588,0.0,0.287,0.622,82.92
4627,0.552,0.689,10.0,-6.444,0.0,0.0425,0.0915,0.0,0.27,0.349,99.961
4628,0.474,0.846,8.0,-5.447,1.0,0.0727,0.00274,4.99e-06,0.292,0.487,98.931
4629,0.735,0.451,0.0,-8.374,1.0,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973
4630,0.647,0.932,11.0,-3.515,1.0,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991
4631,0.583,0.786,2.0,-3.142,0.0,0.0301,0.0208,0.0,0.188,0.573,123.055
4632,0.69,0.524,6.0,-8.39,0.0,0.103,0.0415,3.16e-06,0.17,0.562,164.023
4633,0.668,0.361,1.0,-8.69,0.0,0.0273,0.573,0.00506,0.0805,0.288,134.15
4634,0.728,0.563,1.0,-8.053,0.0,0.134,0.621,0.0,0.179,0.352,100.017
4635,0.674,0.89,1.0,-4.446,0.0,0.0459,0.203,0.0,0.0819,0.737,97.02
4636,0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.486,118.491
4637,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021
4638,0.928,0.481,9.0,-9.35,0.0,0.287,0.105,0.0,0.176,0.613,134.007
4639,0.397,0.903,3.0,-3.493,1.0,0.0943,0.00258,0.0,0.102,0.501,166.865
4640,0.365,0.947,0.0,-4.913,1.0,0.152,0.018,0.0,0.119,0.386,193.819
4641,0.851,0.551,4.0,-5.177,1.0,0.0396,0.151,0.0,0.0827,0.807,131.922
4642,0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
4643,0.7,0.781,6.0,-8.255,0.0,0.0507,0.0874,0.00342,0.059,0.385,108.695
4644,0.59,0.671,9.0,-6.098,1.0,0.0706,0.0484,0.0,0.0604,0.438,149.982
4645,0.275,0.794,7.0,-2.374,1.0,0.0347,0.0282,0.0,0.104,0.129,161.06
4646,0.546,0.311,1.0,-10.396,1.0,0.0288,0.818,1.65e-05,0.107,0.246,147.464
4647,0.448,0.431,4.0,-11.475,0.0,0.0456,0.884,8.85e-06,0.1,0.24,173.728
4648,0.343,0.241,0.0,-10.98,1.0,0.0367,0.808,0.0,0.107,0.169,184.232
4649,0.652,0.269,2.0,-14.082,1.0,0.0513,0.849,0.0,0.09,0.525,170.019
4650,0.52,0.513,7.0,-7.208,1.0,0.0256,0.281,0.0,0.0976,0.17,77.903
4651,0.376,0.877,7.0,-4.007,1.0,0.0554,0.00395,4.26e-05,0.16,0.168,74.954
4652,0.681,0.582,6.0,-7.76,0.0,0.0313,0.22,0.0,0.119,0.221,124.038
4653,0.741,0.711,6.0,-7.819,1.0,0.127,0.204,4.02e-05,0.052,0.725,92.489
4654,0.386,0.561,9.0,-5.879,1.0,0.0324,0.806,0.0,0.11,0.416,78.884
4655,0.521,0.702,0.0,-5.189,1.0,0.0331,0.189,0.0,0.0962,0.25,127.976
4656,0.435,0.567,5.0,-3.959,0.0,0.0279,0.624,3.32e-06,0.0936,0.0987,76.218
4657,0.38,0.568,1.0,-5.713,1.0,0.0436,0.327,0.0,0.0822,0.259,155.956
4658,0.557,0.54,9.0,-10.484,1.0,0.0347,0.0339,0.00248,0.179,0.394,129.171
4659,0.573,0.581,7.0,-3.325,1.0,0.0276,0.148,0.0,0.128,0.188,103.82
4660,0.359,0.225,4.0,-12.739,0.0,0.0586,0.958,0.0,0.13,0.461,176.451
4661,0.54,0.766,1.0,-4.478,1.0,0.05,0.606,0.0,0.0903,0.435,139.999
4662,0.534,0.518,7.0,-10.407,1.0,0.0371,0.107,5.85e-06,0.0399,0.407,149.088
4663,0.603,0.372,1.0,-9.767,1.0,0.0289,0.811,0.0,0.108,0.541,139.987
4664,0.591,0.349,7.0,-6.624,1.0,0.0386,0.7,0.0,0.121,0.347,129.824
4665,0.392,0.628,10.0,-5.925,1.0,0.0345,0.289,0.0,0.174,0.247,160.018
4666,0.489,0.483,9.0,-9.466,0.0,0.0275,0.42,0.0028,0.236,0.333,136.822
4667,0.611,0.387,2.0,-7.949,1.0,0.0242,0.118,0.0,0.213,0.335,85.978
4668,0.605,0.721,5.0,-6.33,1.0,0.0283,0.0487,0.0,0.468,0.819,95.482
4669,0.547,0.743,7.0,-4.533,1.0,0.029,0.122,0.0,0.258,0.359,95.004
4670,0.453,0.274,4.0,-10.572,1.0,0.0406,0.832,0.0,0.18,0.49,203.478
4671,0.443,0.094,0.0,-16.056,1.0,0.0353,0.764,1.31e-06,0.141,0.257,174.832
4672,0.467,0.367,9.0,-8.164,1.0,0.0298,0.771,2.27e-05,0.0847,0.205,70.856
4673,0.458,0.41,2.0,-6.321,1.0,0.0254,0.501,0.0,0.262,0.374,155.844
4674,0.41,0.462,0.0,-6.896,1.0,0.0341,0.223,0.0,0.0996,0.381,169.853
4675,0.406,0.388,0.0,-7.221,1.0,0.0313,0.498,0.0,0.129,0.355,103.521
4676,0.609,0.629,10.0,-5.024,1.0,0.0264,0.425,0.0,0.0978,0.325,99.955
4677,0.582,0.253,10.0,-11.43,1.0,0.0259,0.827,2.95e-05,0.091,0.294,90.184
4678,0.5,0.292,0.0,-8.554,1.0,0.0323,0.746,0.0,0.188,0.37,145.879
4679,0.657,0.355,7.0,-12.044,1.0,0.0714,0.694,0.000427,0.123,0.0808,74.99
4680,0.429,0.661,11.0,-7.227,1.0,0.0281,0.00239,0.000121,0.234,0.285,173.372
4681,0.536,0.928,11.0,-6.492,0.0,0.0589,0.0154,0.00134,0.2,0.389,136.258
4682,0.411,0.847,7.0,-3.705,1.0,0.219,0.0265,0.0,0.222,0.398,182.496
4683,0.533,0.761,7.0,-10.632,1.0,0.0298,0.013,0.829,0.207,0.917,122.777
4684,0.592,0.926,7.0,-3.469,1.0,0.126,0.0775,0.0,0.187,0.432,99.018
4685,0.387,0.659,3.0,-6.492,1.0,0.0434,0.275,6.44e-05,0.0861,0.287,146.048
4686,0.579,0.267,4.0,-15.11,1.0,0.0348,0.118,0.000562,0.132,0.353,74.899
4687,0.738,0.804,11.0,-3.851,1.0,0.0621,0.332,0.0,0.279,0.949,174.943
4688,0.49,0.249,7.0,-13.909,1.0,0.0342,0.856,9.72e-06,0.102,0.164,101.395
4689,0.648,0.283,0.0,-7.544,1.0,0.0559,0.929,0.0,0.0668,0.305,114.182
4690,0.672,0.414,6.0,-7.919,1.0,0.0408,0.832,0.0,0.151,0.429,75.969
4691,0.593,0.74,8.0,-6.12,1.0,0.0339,0.363,2.22e-05,0.102,0.502,118.008
4692,0.589,0.571,4.0,-7.105,1.0,0.043,0.00186,0.0,0.107,0.268,124.995
4693,0.633,0.635,8.0,-7.985,1.0,0.0324,0.118,9.29e-06,0.138,0.362,92.006
4694,0.642,0.194,2.0,-11.867,1.0,0.0407,0.912,0.0,0.109,0.362,82.931
4695,0.484,0.732,6.0,-4.892,1.0,0.0705,0.0471,0.0,0.0755,0.644,127.313
4696,0.743,0.0262,4.0,-27.691,1.0,0.0363,0.91,0.0241,0.0878,0.333,100.053
4697,0.574,0.139,1.0,-14.155,1.0,0.0361,0.964,2.88e-05,0.133,0.228,81.137
4698,0.824,0.327,9.0,-9.132,1.0,0.0804,0.129,0.0,0.0982,0.466,91.879
4699,0.579,0.363,7.0,-14.185,1.0,0.0308,0.306,0.00692,0.111,0.0754,97.955
4700,0.629,0.174,6.0,-9.697,1.0,0.141,0.616,0.0,0.118,0.305,134.297
4701,0.431,0.377,2.0,-9.753,1.0,0.0288,0.749,0.0,0.211,0.353,173.67
4702,0.534,0.445,4.0,-9.155,1.0,0.0292,0.456,0.0684,0.112,0.136,146.107
4703,0.27,0.275,0.0,-10.357,1.0,0.0356,0.834,0.0,0.146,0.231,168.964
4704,0.334,0.477,0.0,-8.806,1.0,0.0276,0.618,4.17e-06,0.312,0.405,179.239
4705,0.532,0.495,10.0,-6.662,1.0,0.0343,0.659,0.0,0.0754,0.308,124.936
4706,0.506,0.663,0.0,-3.972,1.0,0.0259,0.086,0.0,0.118,0.498,80.299
4707,0.515,0.867,11.0,-5.438,1.0,0.106,0.0456,0.0,0.138,0.523,129.961
4708,0.51,0.76,0.0,-6.995,1.0,0.0411,0.148,0.0116,0.0706,0.55,118.829
4709,0.69,0.651,9.0,-8.267,1.0,0.0324,0.292,0.00241,0.105,0.706,97.918
4710,0.502,0.156,0.0,-9.155,1.0,0.0556,0.883,0.0,0.0867,0.352,164.191
4711,0.604,0.26,0.0,-9.784,1.0,0.173,0.745,0.0,0.167,0.462,83.422
4712,0.514,0.918,7.0,-4.306,1.0,0.0365,0.0409,0.0,0.342,0.64,150.033
4713,0.905,0.216,5.0,-11.331,0.0,0.16,0.111,0.000597,0.0911,0.392,95.048
4714,0.489,0.538,0.0,-7.369,1.0,0.0351,0.563,0.0,0.123,0.245,79.518
4715,0.664,0.573,5.0,-6.482,1.0,0.0276,0.603,0.000604,0.0915,0.589,76.371
4716,0.882,0.256,5.0,-9.2,1.0,0.0426,0.747,4.52e-06,0.109,0.273,119.94
4717,0.599,0.333,8.0,-11.209,1.0,0.0374,0.887,0.00162,0.141,0.287,90.868
4718,0.607,0.737,3.0,-5.714,1.0,0.0309,0.0348,0.0,0.119,0.702,113.96
4719,0.596,0.555,0.0,-11.689,1.0,0.0374,0.617,0.0395,0.275,0.235,115.019
4720,0.899,0.399,11.0,-6.553,1.0,0.038,0.61,1.52e-05,0.0923,0.544,98.067
4721,0.402,0.539,10.0,-7.567,1.0,0.035,0.838,6.86e-05,0.131,0.179,108.869
4722,0.325,0.18,10.0,-10.647,1.0,0.0311,0.91,0.000633,0.113,0.0997,72.416
4723,0.605,0.507,5.0,-6.354,1.0,0.0259,0.618,1.92e-06,0.122,0.253,89.033
4724,0.746,0.631,8.0,-7.968,0.0,0.231,0.218,0.0,0.222,0.342,104.047
4725,0.427,0.262,7.0,-8.541,1.0,0.0276,0.746,0.0,0.068,0.228,104.085
4726,0.573,0.781,8.0,-6.406,1.0,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934
4727,0.962,0.637,9.0,-5.553,1.0,0.106,0.0368,0.022,0.156,0.311,126.707
4728,0.664,0.662,1.0,-6.308,1.0,0.401,0.897,0.000163,0.107,0.524,97.733
4729,0.792,0.682,7.0,-7.468,1.0,0.224,0.106,0.0,0.19,0.598,120.079
4730,0.703,0.639,5.0,-6.183,0.0,0.281,0.299,0.0,0.139,0.893,87.908
4731,0.521,0.762,2.0,-6.75,1.0,0.534,0.139,1.11e-05,0.114,0.264,164.289
4732,0.8,0.478,8.0,-7.874,1.0,0.181,0.427,0.0,0.134,0.687,135.957
4733,0.729,0.795,7.0,-4.579,1.0,0.144,0.354,0.0,0.536,0.856,146.747
4734,0.939,0.859,11.0,-4.131,1.0,0.104,0.00882,0.0,0.102,0.889,136.025
4735,0.889,0.816,9.0,-4.67,1.0,0.247,0.472,0.0,0.204,0.777,96.056
4736,0.828,0.686,11.0,-5.689,0.0,0.218,0.273,0.0,0.524,0.617,91.713
4737,0.784,0.459,4.0,-9.74,0.0,0.317,0.0847,0.0,0.079,0.618,164.062
4738,0.601,0.768,8.0,-5.712,1.0,0.386,0.141,0.0,0.482,0.634,152.45
4739,0.769,0.66,9.0,-7.37,1.0,0.33,0.00112,0.0,0.078,0.471,153.092
4740,0.741,0.658,7.0,-7.758,1.0,0.0853,0.643,3.43e-06,0.307,0.746,142.057
4741,0.913,0.49,1.0,-9.409,1.0,0.191,0.00229,0.0,0.136,0.512,92.499
4742,0.713,0.526,1.0,-5.046,1.0,0.032,0.00767,0.000148,0.124,0.131,131.05
4743,0.812,0.623,7.0,-7.002,1.0,0.343,0.0611,0.0,0.111,0.199,119.883
4744,0.552,0.661,8.0,-6.263,1.0,0.256,0.0403,1.12e-05,0.381,0.429,179.725
4745,0.785,0.413,4.0,-11.84,1.0,0.151,0.0946,0.0,0.126,0.455,87.529
4746,0.843,0.419,10.0,-7.633,0.0,0.254,0.269,0.0,0.13,0.321,128.025
4747,0.792,0.422,7.0,-8.509,0.0,0.0488,0.256,0.0,0.116,0.247,113.976
4748,0.723,0.585,1.0,-6.496,1.0,0.0471,0.0121,0.0,0.325,0.485,134.071
4749,0.855,0.522,3.0,-5.54,1.0,0.226,0.196,0.0,0.1,0.355,139.917
4750,0.843,0.435,8.0,-8.442,1.0,0.178,0.47,0.0,0.147,0.19,120.058
4751,0.738,0.704,1.0,-1.69,0.0,0.131,0.0344,0.0,0.162,0.152,121.059
4752,0.895,0.437,8.0,-8.989,0.0,0.357,0.108,0.0,0.0929,0.802,140.017
4753,0.722,0.331,8.0,-7.789,1.0,0.0725,0.337,0.283,0.146,0.102,143.974
4754,0.779,0.455,1.0,-15.025,1.0,0.28,0.0542,0.0,0.177,0.197,140.181
4755,0.71,0.404,1.0,-10.04,0.0,0.379,0.484,0.0,0.0953,0.398,139.553
4756,0.521,0.392,3.0,-7.88,1.0,0.17,0.747,8.81e-06,0.198,0.166,91.939
4757,0.62,0.868,1.0,-4.068,0.0,0.318,0.162,0.0,0.361,0.545,79.331
4758,0.812,0.556,11.0,-7.901,1.0,0.313,0.0447,0.0,0.125,0.358,138.056
4759,0.869,0.697,7.0,-4.639,1.0,0.187,0.00838,0.0,0.297,0.804,95.03
4760,0.843,0.7,9.0,-3.249,0.0,0.26,0.127,0.0,0.876,0.675,95.05
4761,0.918,0.586,1.0,-2.89,1.0,0.133,0.0783,0.0,0.145,0.779,95.517
4762,0.516,0.738,11.0,-7.209,1.0,0.414,0.28,0.0,0.621,0.599,175.427
